Message text,Категория,Kategory
"Hello. Our application with the documents attached to it, on the inclusion of our family in the participants in the event to provide housing for young families, was considered. The Murashov family, consisting of 4 people, was recognized as a participant in the departmental target program services"" of the state program of the Russian Federation ""Providing affordable and comfortable housing and utilities for citizens of the Russian Federation"" in order to use social payments to pay off the principal amount of the debt to pay interest on housing loans, including mortgages. Basis: order of the Department for Family Affairs, Demographic Policy , protection of motherhood and childhood of the city of Kursk dated October 25, 2019 No. 237-MS. When compiling the list of young families - participants in departmental target events, our family was included in the list, in accordance with the date of registration as in need of housing in the department for accounting and distribution of housing in the city of Kursk - 05/18/2018. The possibility of our family receiving social payments were to be determined after the Administration of the Kursk region approved the list of young families of applicants for social benefits in 2021, depending on the amount of funding for the subprogram from the budget of the Russian Federation and the budget of the Kursk region. We are applicants for receiving social benefits in 2021. At the moment, call the OFFICE FOR FAMILY AFFAIRS, demographic policy, maternity and childhood protection of the city of Kurskag. Kursk, st. Shchepkina, 12 IMPOSSIBLE! Under this program, we may lose the opportunity to receive assistance from the State as soon as the husband turns 35, which is May 27. I kindly ask you to provide an official answer which queue we are currently occupying. New programs start... and the old program is not closed yet. For my family, this is a huge help. Thanks",10,Another
"Hello. In June, I re-registered small children, which are 362.50 rubles (I receive as a single mother). Today, 05.07, everyone received money (I found out in the group in contact on benefits), but I didn’t receive it. Reissued through the MFC. Can you tell me why I didn't get paid? (my full name Tikhonkova Ekaterina Eduardovna 04/26/1993)",10,Another
"In 2021, a FOKOT (Fitness and Recreation Complex of the Open Type) will be built in the Sovietsky district of the Kursk region, this is a very joyful event in the life of the district, but there are several BUT !!!!!! In the center of the settlement of Kshensky (opposite the technical school) there is a decaying, unkempt stadium with a huge territory, and it’s a shame to call this place a stadium and this is the heart of the village - the very center of the district !!!!!!! Almost all the residents of the district, in conversations with each other, thought and rejoiced that the construction of the FOKOT would take place there. Thus, this territory will be ennobled and a center of attraction will appear in the center of the village, because there is a park nearby, Klykov Avenue, a recreation center, a police department that could keep order and much more, BUT the joy did not last long and caring people from the district administration said that the construction of FOKOT would take place in d. Volzhanets and they are extremely dissatisfied with the location of FOKOT, but asked to remain incognito so as not to experience problems at work and asked that this decision of the district authorities be made public. In the village of Kshensky there are about 6000 people according to the data for 2020 from Wikipedia, and in the village of Volzhanets about 1000 for 2010, is it really unclear where the FOKOT should be located ???? And this is considering that there are no sports facilities in Kshensky, even the sports and recreation complex is closer to the village of Volzhanets than to the center of Kshensky. Thousands of talented guys will not be able to physically go to train in the Volzhansky s / s, no one argues that every s / s should have sports grounds, but each site must correspond to the local population. There will most likely not be such sites in the area in the near future, and maybe never at all. I ask the district administration to reconsider their views on this project, even the governor said that first we build where there is the most population, roads, social services. objects, storts, etc. According to our information, a contractor has already arrived to inspect the construction site, which indicates the imminent start of construction. Maybe the administration has something to say about this issue??? And I would like for the future to have any discussion or public hearings with the population of the region on important issues. This letter will be sent postal higher and higher, the issue is very important for the residents of the Soviet district. or public hearings with the population of the district on important issues. This letter will be sent postal higher and higher, the issue is very important for the residents of the Soviet district. or public hearings with the population of the district on important issues. This letter will be sent postal higher and higher, the issue is very important for the residents of the Soviet district.",11,Another
"In the area of ​​​​house number 38 on Kosukhin street, stray dogs without tags were found.",1,Another
"Hello! I want to report the problem of stray dogs in the yard of the house on the street. Republican, 8. This morning they attacked me, thanks to the people passing by who scared her away. Every day I walk with my child and I have watched them sitting near my car more than once. After all, sterilization cannot protect against bites and from getting frightened by a child and even adults. I kindly ask you to help in solving this problem. After all, in fact, this is very serious! I repeat, the dogs are huge!",1,Another
"A pack of stray dogs constantly scares both children and adults. I ask you to take measures to capture this flock. I have been dealing with this problem for a year now, but nothing has changed, only replies !!!!",1,Another
"Hello! Last fall, repairs were carried out between kindergarten No. 105 and school No. 51, during which the asphalt on the footpath was damaged. At the moment, this area is impassable mud. I ask you to restore the asphalt pavement, as well as the adjacent lawns. In the application, a mark on the map.",3,Another
"Road surface and lawn not restored after repair work. Kvadra worked in winter. Entrance to the house Khutorskaya 4, from the side of Khutorskaya 10, next to the garbage containers",3,Another
"Good afternoon! I ask you to consider the issue of transferring students and schoolchildren to remote learning. My daughter goes to a technical school and says that half of her group is sick, but at the same time they go so as not to miss the curriculum, what kind of mockery is this. I believe that children should at least spend this school year on distance learning.",7,Another
"I ask you to install a new, modern stop complex at the 3rd Pushkarnaya street stop. We need to replace the fence and install new road signs, as well as make a boarding platform with a ramp.",0,Another
"Hello, on June 22, I received a notification from public services that a decision had been made to provide a monthly allowance from 3 to 7 years, but no payments were received.",10,Another
"Good afternoon. I can not get a solution to the issue on message 91468 dated 05/20/2021. Many months of correspondence did not lead to any results or mutually beneficial solutions, specific answers to questions were not received. I ask you to help in solving the problem.",0,Another
"I would like you not to draw with the lives of our children and transfer students and schoolchildren to study using distance education. As practice has shown, distance education is effective and I believe that our children should now not study at technical schools, but study at home and how to have less contact with their peers. If you cannot transfer everyone to distance learning, then transfer those who are not vaccinated, I have a son, he is not vaccinated, because he is a minor, why should he risk his health and go to receive knowledge when they can also be received at home. Please consider my request as it should be.",7,Another
"Good afternoon, the administrator of the community https://vk.com/public74294180 blocks members without explanation.",2,Another
Please provide information on the procedure for visiting the skate park on Ermoshkino Lake. On the railing hangs an announcement posted by someone unknown with a limiting age. Who established and hung these rules. Children close the door and let each other in only on the principle of acquaintance.,3,Another
"Good afternoon! A relative lives in the area, had been ill (they didn’t take an analysis for KV, they said they take it only after CT) and now she has chest pains, etc. It is necessary to do a CT scan because flura showed that lung damage is eating, in a local clinic they are sent to Zheleznogorsk, they said they will write down the day after two they will call and say where, from Zolotukhino there are no direct trains or buses and the distance is 2 times farther than from Kursk, it’s so hard for her to breathe and even such a road. The question is, can this be done in Kursk? The health committee said that the heads. the doctor makes decisions where to send them, it’s impossible to get through to Svetlana Nikolaevna (they don’t pick up the phone at all, I’ll stay in the morning) they wanted to talk to her, it’s not at all clear why she makes such decisions to send sick people to such distances. The disease is known to progress rapidly, treatment is needed,",6,Another
"Please help to put things in order with walking dogs in the Park of Heroes of the Civil War ""Borodino"", st. Radishchev. Here are parents with children, with prams. Elderly people are gaining strength. They go in for sports. Unfortunately, the park was turned into a dog playground. There used to be signs that walking dogs is prohibited. Then they were quietly shot down. From 7 am to 10 pm in good weather, there are dogs, without muzzles, by the eternal fire at night (pictured). In winter, urine and excrement can be seen near the trees. In summer, fungal infection on the trees. The owners are usually rude to comments, sometimes they set them on. Have there been many proposals from them for organizing a walking area? Do they know that there are graves here? Are there any cleaning supplies? The park with the Eternal Flame, monuments to the victims of the civil war, the repressed, the burial place of those who died in hospitals in the Second World War, they turned into a dog playground. It can be scary to walk there, it’s disgusting in winter, dog waste is clearly visible in the snow. It is necessary to oblige the management of the park to install signs with a ban on walking. The police sometimes conduct raids, more often from 7-9 and from 19-21 hours - toilet time, to fine. It will quickly come to what is impossible and what is possible. We ask, we demand to protect the Borodino park, thereby preserving it for many years!",1,Another
"At the address Chelyuskintsev, 3, apartment 43, an elderly person (about 75-78 years old) Viktor Tikhonovich Plotnikov is registered and lives. Relatives moved into his apartment, allegedly illegally, and created difficult living conditions for him: all the furniture was taken out of his apartment, he was provided with a small closet and a sofa. Viktor Tikhonovich suffers from memory loss and may have some neurological diseases. According to him, he is subjected to humiliation and physical abuse by relatives and does not have the opportunity to apply to the relevant authorities himself, as he is not taken seriously. I ask you to record the fact of my appeal as soon as possible and respond to this signal by sending Viktor Tikhonovich, a representative of social services, to the place of residence. For additional resonance to the problem of this, and many others, unfortunately, the old people of the city of Kursk, I have already turned to the media, namely the Kursk and Moscow television and newspapers. Thanks for the response, Marina Sergeevna",10,Another
"They don’t clean up, they don’t clean the snow, ice, people fall, cars can’t drive through. Solid ice under loose snow.",3,Another
Huge pits all over this street!!! does not comply with GOST R 50597-93!! The size is more than 15 cm. Emergency condition!!! 12 days to fix!!!,3,Another
"Good afternoon! Earlier, we filed an appeal that you simply closed without cleaning the territory. As of 03/17/2022, there are no changes. The tanks are on the roadway, the passage is difficult, there is a risk of an accident. A pile of snow mixed with garbage still lies near the electrical substation , there is a risk of flooding and short circuits. Garbage dump next to the containers. What is the full volume of execution?",3,Another
"Good afternoon. On the street of General Grigorov, a pack of adult stray dogs, out of 5 dogs, three are not sterilized, now two more puppies have appeared, apparently someone has thrown them up. Dogs live on the playground, which interferes with the normal life of citizens. Please take action.",1,Another
"Good afternoon. The terrible condition of the road surface in the passage between the houses, starting from house number 1 and ending with house number 4 along Svetly proezd. The last patching was a couple of years ago. After the winter, a terrible state. It is very difficult to pass by car.",3,Another
"Lgov I want to hear the opinion of everyone who dares to write a comment, and also please pay attention @club193059638 (Rospotrebnadzor) @club118306568 (ROSPOTREBNADZOR) @rospotrebnadzor.official It is necessary to disperse the fish merchants in the center. 1. Fish in bloody water, sellers do not have sanitary books, where is Rospotrebnadzor looking? 2. Are there documents for fish? 3. Is it also possible to trade products on the street in the mud? 4. What are the requirements for selling live fish? 5. Is it possible to trade dead fish? 6. Yes, and the fish is transported in non-equipped vehicles!? 7. Sellers are dirty and constantly changing, are they registered as employees in the tax office? Or is it just random people without papers allowing trade? Do they have health books? Violation of sanitary and hygienic requirements can endanger the health of customers. Dirt, unsanitary, and it's downtown. Dirty, bloody water pours out immediately. The stench and the horror. SO MUCH WILD.",13,Another
"I ask you to buy out the building of the former railway hospital in the city of Lgov and open in the same building a codet corps or a military Suvorov school. We do not have such establishments in the Kursk region, but there are many who want to be a military man, this building is very spacious and large, and the territory is very spacious, fresh air and no noise. Roman Vladimirovich, agree with the management of Russian Railways that they either sell this building to you or give it away for free, they still don’t use it, otherwise our children would at least grow up as defenders of the Fatherland, but not drunkards.",7,Another
"Good morning, help to understand the problem. In my personal account of public services I want to apply for online voting, unfortunately an error appears `Your account data is not compared with the data contained in the register of voters, referendum participants of the CEC of Russia` The data in the personal account of public services was checked, everything is correct.",2,Another
I ask you to hang up signs on Gagarin Street (station building number 40). The photo shows some of the instructions that need to be placed.,0,Another
"It is necessary to hang a no-smoking sign on the gates of MBOU secondary school N5 in Lgov, because according to the law, smoking is prohibited on the territory and in the building. Also, why do you have no information on the gate about the organization that guards your facility, all educational institutions have already hung these signs. There should also be signs `Video surveillance is underway`. I would also like you to install 2 bins on the sides of the gate, because your students will run away and they don’t even have anywhere to throw garbage, and they throw garbage right where they go, but at the same time, teachers teach children that they don’t litter, but how not to litter here if there is no urn nearby.",7,Another
Illegal dumping of garbage and solid waste,3,Another
"Good afternoon. During the construction of a new roadway, curbs were not laid and the ramps were not fixed in any way. In the near future, the new road will collapse and become unusable again. Also, the footpaths (sidewalks) were not improved, they were left in the same deplorable state (there are no sidewalks)",3,Another
"Applied for renewal of child allowance from three to seven years. With two children, we are a large family. We were denied allowance because of the excess land. The fact is that the house was bought for maternity capital in the region, and this house is just located on land that exceeds. Our income is low. Why are we denied benefits because I really hoped for this help, the money is only enough for groceries right now, very high prices. Help solve the problem.",10,Another
"Good afternoon! Please help me sort out the problem, my mother Shekhovtsova Rimma Anatolyevna, on January 15, 2021, applied for the honorary title of “Veteran of Labor” in the administration of the railway district, so far nothing is known about the fate of her application, they answer on the phone, wait for you to call. My mother does not have the opportunity to write to your site herself, so I am writing from my page, my previous message on this issue was rejected by the moderator.",10,Another
"I ask you to assist in obtaining a ticket to the Olympian country camp for the 1st shift, to my daughter Amelina Angelina Alexandrovna, a student of grade 8A of school 30. Due to the fact that we are a large family.",6,Another
"On May 5, 2021, through the Public Services portal, I submitted an application for the Assignment and implementation of a monthly payment for a child aged three to seven years inclusive, application number 1140812138. For the 2nd month, payment has been received for only one child. Please explain what is the reason for the increase in consideration by almost 30 days!!!",10,Another
"Roman Vladimirovich, that's why you don't fight the corona as it should, why you vaccinate everyone, but at the same time no one even thinks about our students. You are introducing some kind of non-spontaneous coronovirus restrictions that do not help and do not reduce the risks of morbidity. It is necessary to introduce new restrictions and put students on distance learning, while canceling travel benefits so that they don’t travel, but sit and study at home. Why should I risk my child, it is not known with whom his classmate contacted and, and he communicates with them, now God forbid he is sick and that, and it is not known whether he will recover or not. However, he is not vaccinated, because he is 16 years old. I am not asking for distance learning for the sake of keeping him at home, I am asking you to introduce distance learning for the sake of the life of students, so that they are safe. I think, that distance learning should start from the end of September until February inclusive. It is winter now, the incidence will increase. I hope that would be really people, and do not risk the lives of our children. No wonder we vibioaem you, we must do at least something for our children.",6,Another
"Good afternoon! For several months now, lighting has not been working on a critical section of the road - a road junction at the entrance from Voronezh to the city of Kursk. This fact adversely affects the safety of motorists and pedestrians. I ask you to take measures to restore the external lighting of this section of the road.",3,Another
"I ask you to inform me about the procedure for collecting parental fees in kindergarten. At the moment, the high alert regime in the Kursk region has not been canceled. But free kindergarten attendance is canceled before the summer. The teachers said that it was no longer possible to write a statement in connection with the threat of the spread of coronavirus infection. What is the procedure now?",7,Another
"Good afternoon, a long non-fulfillment of application # 88002, a month and a half has passed since its registration, and more than six months of ignoring this problem of the Criminal Code. For this problem, this is at least the 3rd application!",3,Another
"Good afternoon. The Committee for Social Protection of the Population provides targeted material assistance to needy families. I receive an allowance for children 174 rubles 50 kopecks, I have three children. It became known to me that the committee selectively called the prospective recipients of this material assistance, which must first be signed up, and then wait for confirmation. I ask you to add my family to the list for receiving such financial assistance, as well as tell me in what months it is necessary to `have time` to sign up? Where can you find out about this and how? Are there any regulatory documents?",10,Another
Hello. I applied for payments from 3 to 7 years on September 8th. There was no answer. Can you please let me know when the payment will be made?,10,Another
"Hello! Why is there no payment this month from 1.5 years for the first child, the last time the payment was on 04/09/21, the payments were always until the 15th, but for some reason this month is not. Titarenko Elena Nikolaevna",10,Another
"Hello. On my behalf, there was an appeal with a complaint about the provision of services. The answer to this appeal did not satisfy me. Since I do not ask the state housing inspectorate to provide me with video from CCTV cameras (the day, time was indicated in the appeal), but I ask you to check the quality of the service and indicate the real reason why the CCTV cameras did not work, because the service was paid for, but not provided. I would like to know the reason for the non-working cameras at that time and that the perpetrators pay all the corresponding fines for poor-quality services. I think that my rights as a consumer of this service have been violated. All screenshots of the correspondence are attached below.",13,Another
"Broken letters on the monument. Screwed on with screws. which are already rusted. Previously, the letters were made of metal, and now plastic.",5,Another
"So I'm wondering, do you have a thinker working at all? Rospotrebnadzor - you did not fall asleep there. Have you seen the incidence statistics? Who are you waiting for? Do you expect our children to die right in educational institutions? It is urgent to transfer all educational institutions from schools to universities to distance education. Urgently!!! My daughter has not been going to school for 3 weeks, and all because there are a lot of sick people at school, and my son studies at a technical school and says that they also have a lot of people who go with a cough and a runny nose. If you do not take action, the parent committee will write back to the administration of the President. Hurry, it's within this week.",7,Another
"I, Svetlana Dmitrievna Matyukhova, am writing to you in connection with the current situation in our family, namely, the difficult financial situation. Our family consists of 4 people, in which 2 twin children, born in 2018, are forced to live on the same salary of a spouse who works in the Federal Penitentiary Service of Russia in the Kursk Region (we fit the category of beneficiaries), my husband has to go to work and a second job it is forbidden. I can't go to work there is no one to leave the children with, my mother is a disabled person of the 2nd group at heart, we don’t have more close relatives in Kursk, we can’t hire a nanny or send the children to a private kindergarten for financial reasons, about 60% of my husband’s salary goes to pay off mortgage lending and utility bills., it is very difficult for a family with 2 small children to live on the remaining amount. In this regard, I ask you to consider the candidacies of my children Matyukhova Polina Pavlovna born on 21.09.2018. and Matyukhov Konstantin Pavlovich born on September 21, 2018 for enrollment in kindergarten No. 11. located at the address: Kursk, A. Deriglazov Ave., 27; kindergarten No. 19 (Kursk, A. Deriglazov Ave., 53A), kindergarten No. 20 (Kursk, A. Deriglazova Ave., 27B), kindergarten No. 15 (Kursk, A. Deriglazov Ave., 67), kindergarten No. 21 (Kursk, Podvodnikov St., 15) so that I can get a job and help our family financially. We are in all of the above gardens in the queue since birth, but did not make it to the enrollment list for the 2020 enrollment. At the moment, in different kindergartens, according to the queue number, we are from 200 to 460 (this year, due to the situation with the Covid-19 virus, we confirmed the queue by phone, therefore, there are no notices with queue numbers on hand, only verbally). Unfortunately, there is no opportunity to carry 2 children alone to more remote areas of the city in our car, we use public transport, and risk the health of children, in the morning and in the evening in minibuses packed to capacity and buses (sometimes with transfers!), there is no desire, and the daughter also does not tolerate the road very well (she is constantly motion sick). I really hope the issue is resolved soon.",7,Another
Please explain about the gasification of the settlement of the village of yasyonok. Start and delivery dates.,11,Another
"Good afternoon. In 2019, it was reported about the imminent consideration of replacing the land plot with compensation for large families. At what stage of consideration is this initiative?",10,Another
"There is no broadcasting of Russian radio Kursk, I have to listen to Russian radio Bryansk, I would like, like earlier 20 years ago, weather forecast, news, radiocylic background every morning, and all alerts.",9,Another
Good afternoon. I have not received a payment since April. What is the reason?,14,Another
"Hello, I am a resident of the house at 48k2 Lenina Street, in our district there are 2 schools 8, 5) and two kindergartens 10 and 8. The footpaths are not cleaned, they are not sprinkled with sand, mud, ice, puddles. Personally, I have two children, one goes to school 8, and I drive the younger one to nursery school 8. As it gets warmer, we barely get to school and kindergarten, with the threat of not falling and breaking. A big request to clean and make the road easier for children and adults",7,Another
"I ask you to build a new building of MBOU secondary school No. 5 in Lgov. This building is very old, it will soon fall apart, and you force children to study there. There are many projects in the Russian Federation, let's participate, maybe they will build a school for the budget of the country or region, I understand that the city budget will not allow the construction of a new school, but it’s impossible to study in the old school. In your city, you can say everywhere the old schools were built under the king of peas.",7,Another
"There is no KGO bunker at the garbage container site at Mendeleev 57, which causes accumulation of KGO garbage on the ground. There used to be a bunker at this address, but then it just disappeared. Now the entire KGO is dumped next to the wall of the garbage can, because of this the wall is broken, the rest of the garbage is also dumped there, a dump of unauthorized solid waste is spreading, which reaches almost the height of human growth. Garbage, which is stored next to the wall, spreads in all directions.",3,Another
Unfolded a lantern on a pole,0,Another
"Good afternoon! I am the mother of a first grader. Now there is distance learning. Question: how can I teach a first grader to read and write remotely? We parents work and it is unsafe to leave a child at home alone. It is RECOMMENDED in the governor's decree, but it is not necessary to switch to distance. I ask you to bring at least elementary grades from 1-4 to full-time education.",7,Another
Fall asleep after the repair of the roadway pavement,3,Another
"Good afternoon! Message #73846 has been closed on the Let's Work Together portal, but the problem has not yet been fixed. It is a pity that no one checks the result of the “work” of responsible persons.",11,Another
"Hello! Between secondary school No. 3 and the garbage site there is an electric pole from which the wires “broke”, please eliminate it as soon as possible, because. schoolchildren pass here every day.",11,Another
"On the site between the 25th house and MBDOU No. 11 there are absolutely no ramps for lifting with a stroller, although there is a miserable semblance of steps. When climbing the sidewalk around the kindergarten, the child shakes and he may fall out of the stroller. And on many sidewalks there are no ramps, which is a traumatic factor when a child moves in a wheelchair. There are ramps only near the entrances, but they are constantly blocked by parked cars. It would be very nice if cement tacks were installed.",11,Another
"Parallel to the apartment building number 9 on the street. The Red Banner city of Kursk (behind the house, near the carriageway - the road for cars) is a pedestrian road. This pedestrian road is never cleaned by anyone, neither in summer, nor in winter, nor in autumn, nor in spring. This pedestrian road leads to socially important facilities: Kindergarten No. 77, school No. 15, children's clinic No. 6, in addition, this section of the pedestrian road near house No. 9 is the only one, since on the opposite side of the road near houses No. 14 and 16 on the street. There is no red flag sidewalk at all. The pedestrian road causes particular difficulty in autumn and winter, in autumn due to the huge amount of foliage (at the moment, foliage is knee-deep in places, it is very difficult to bypass it, and it is impossible for small children and mothers with a stroller), in winter it is generally extremely difficult to cross this area, the snow really lies to the waist, none of the city, municipal or other services has ever cleaned this section of the road during the winter. Tell me who should service this section for cleaning? Is this site an adjacent or adjacent territory to an apartment building No. 9 on the street. Krasnoznamnaya? Red Banner. organize the cleaning of the pedestrian road passing along the apartment building number 9 on the street. Red Banner. organize the cleaning of the pedestrian road passing along the apartment building number 9 on the street. Red Banner.",3,Another
I ask you to sheathe the facade of the school of the Sherekinskaya secondary school with tiles (ceramic or metal). I also ask you to install plastic windows on all window frames. The color of the tiles should be bright.,7,Another
"Good afternoon, the house is being demolished. Heavy equipment is driving, there is no fence. Children are running along the street, there is no object passport. All the flower beds and the road have been polluted around.",11,Another
"On the school territory of the primary secondary school 45 of the city of Kursk along Kryukov Street, heaps of construction debris, pipe cuttings, fallen trees, household garbage .. Near the trees, traces of a fire are visible. SanPina",7,Another
"Hello, I live in the Kursk district, I belong to the category of the poor (I receive an allowance of 174 rubles), I wanted to receive a New Year's gift for a child in the Administration of the Kursk district, but they told me that in Kursk a gift is issued to this category of citizens, but not in the Kursk district. Please tell me why in Kursk it means that children live in low-income families, but not children in the Kursk Region? In the neighboring Oktyabrsky district, all children received gifts, even those who did not belong to the category of the poor and those with many children. Please provide an explanation for this issue.",10,Another
"Very poor mobile Internet, lack of wired Internet, do not allow the child to fully study according to the school curriculum on days of illness and quarantine days",9,Another
"I inform you that on the night of 06/18/2021 to 06/19/2021, and specifically until 3 a.m., loud music was heard from Novaya Boevka. because in the city of Kursk there is a law on administrative offenses N 1-ZKO on administrative offenses, the calm of citizens was violated at night from 22.00 to 7.00. I ask you to check and exclude such cases in the future.",6,Another
I ask you to decorate the automobile bridge across the river. Seim. Please believe congratulations on the new city and Christmas. I also ask you to hang such a banner on supports next to the TURN stop.,5,Another
"Trade in sausage and meat products without the use of refrigeration equipment. On the so-called. `grocery market`, at an outside air temperature of +20, there is a mass trade in sausages, meat and other perishable products without the use of refrigeration equipment.",13,Another
"Good evening! I, Tatyana Alekseevna Bezuglova, born April 15, 1952, in February 2021, was vaccinated with the first component. So far, I have not received a payment of 3,000 rubles. Please let me know how can I check if there is no payment.",10,Another
When will the elections of the head of the village council be held in the village of Bolshoye Zhirovo? Where and when do people come? Why are there no candidate brochures.,5,Another
"I, Petrukhina Diana Dmitrievna, am asking to consider the candidacy of my daughter, Petrukhina Victoria Vyacheslavovna on September 12, 2018, for enrollment in kindergartens 11,19,15,21,20, we have a difficult life situation: my husband works alone, there is an older child, a schoolboy, I don't have enough money, I can't go to work. It is not possible to take a child to another area, because there is no personal car, the child is very sick in public transport.",10,Another
I want to express my gratitude to the administration of the city of Lgov for such a beauty. You did everything right and dressed up the Christmas tree very beautifully. Children are delighted. Once again a HUGE THANK YOU. Thanks for creating the Christmas spirit.,5,Another
"There is an illegal sale of food every day, 4 to 6 sellers stand along the sidewalk, making it difficult for people with prams to move. The sellers of the “spontaneous market” are rude in response to remarks and utter obscene expressions in the presence of minors, all garbage and leftover products are dumped into the bushes on the lawn, attracting homeless animals and rodents, they also relieve their natural needs in this bush. I ask you to take action and stop the illegal trade, as well as eliminate the illegal dump in the bush.",13,Another
"Construction work is underway on the land plot with cadastral number 46:29:101054:909, which is leased to Aleksey Aleksandrovich Larin, the construction site is not fenced.",11,Another
"Near the medical center `Doctor Petrov` (Pavlunovskogo Street, 114) stray dogs were found. Please take action.",1,Another
"I ask you to please install an ATM of VTB and Sberbank at the Mikhailovsky Rudnik railway station. I would also like you to make our station digital, i.e. it was not a person who spoke about the arrival and departure, but a special program.",13,Another
"Please clear out the dump. They arranged a dump next to the `Bus station +` why no one removed it. It accumulated for two years, no one could prevent it. You also need to cut out a wild-growing maple, plant Christmas trees in place of all these maples. I hope that you will eliminate it in the near future. On the work done, please send a photo report.",3,Another
"Hello. In the Shchigrovsky district, in the Green Grove, there is a Children's Camp named after. V. Tereshchenko. At the moment, this place can hardly be called a children's camp, it was simply destroyed, houses, a canteen, warehouses, a medical center - everything is broken! Explain why this camp, the only one in the area, stopped working, and why is it in such a deplorable state?",15,Another
stray animals,1,Another
Social benefits,6,Another
"Unsatisfactory quality of goods, services",13,Another
Violations in the appointment and payment of benefits and compensations,10,Another
Violation of building codes,11,Another
Late payment of wages,14,Another
Unauthorized trade,13,Another
Pollution of the territory adjacent to the construction site,11,Another
Unsatisfactory condition of the adjacent territory of the preschool institution,7,Another
"Violations of the procedure for providing social support measures, incl. targeted assistance",10,Another
Unsatisfactory sanitary condition and improvement of monuments,5,Another
Unsatisfactory maintenance of sports grounds (structures),15,Another
Low quality of cultural events,5,Another
"""Frozen"" building",11,Another
Unsatisfactory condition of the adjacent territory of the trade establishment,13,Another
The presence of a queue for places in preschool institutions,7,Another
shift training,7,Another
Poor quality of sports events,15,Another
There is no (violated) fencing of the construction site,11,Another
Issues of providing state and municipal services,2,Another
Unsatisfactory quality of work of teachers and other staff,7,Another
Missing (outdated) passport of the construction site,11,Another
Poor quality of mobile services,9,Another
Lack of Internet access service,9,Another
Unsatisfactory quality of work of teachers and other staff of the institution of additional education,7,Another
Test category,12,Another
Poor material and technical equipment of institutions of physical culture and sports,15,Another
Support measures in the context of an unfavorable epidemiological situation in the field of education,6,Another
Absence of a school in a microdistrict (rural area),7,Another
Unsatisfactory material and technical support of the school,7,Another
Refugee Assistance Issues,10,Another
Poor quality provision of public services by the employment service,14,Another
Poor quality postal services,9,Another
Unformed labor relations,14,Another
Low quality of work of institutions of physical culture and sports,15,Another
"Violation of the terms for the sale of goods, the provision of services",13,Another
Support measures in the context of an unfavorable epidemiological situation for medium and small businesses,6,Another
Incomplete landscaping after the commissioning of the construction site,11,Another
Unsatisfactory material and technical support of a preschool institution,7,Another
Violations of the procedure for providing housing to privileged categories of citizens,10,Another
Support measures in the context of an unfavorable epidemiological situation in the field of medicine,6,Another
"Error displaying data about services, organizations, departments on the Public Services Portal",2,Another
Unsatisfactory condition of the adjacent school territory,7,Another
"Violations of the procedure for awarding the title ""Veteran of Labor""",10,Another
Unsatisfactory quality of work of educators and other staff,7,Another
Support measures in the context of an unfavorable epidemiological situation in the field of trade,6,Another
